Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Micronesia, Fed. Sts.",FSM,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.084012539,-3.111552175,-6.065738569,2.955722519,1.383750704,4.5632095,1.747193334,0.599899534,1.946828691,-3.130759374,2.056752063,-0.130715913,-1.962406049,-2.217724288,1.177192743,2.041890243,3.347067156,-1.989479307,-3.858525094,-2.156058931,4.931500557,-0.063760472,2
Gabon,GAB,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676211565,-2.806595061,6.008115742,-3.308420376,0.13033198,7.088692053,7.092010328,5.252365931,5.638928732,4.313995325,3.879257595,2.082380316,1.104719332
United Kingdom,GBR,0.731800512,-1.086543253,0.373976459,2.526924879,3.880038517,2.469734452,2.538654447,4.038248414,3.137808431,3.216724592,3.66412896,2.544130573,2.457877617,3.325909315,2.364455337,3.096088937,2.455999651,2.35670823,-0.472540317,-4.187759438,1.69454714,1.45262397,1.481329829,2.052388508,3.054251012,2.345939517,1.93579095,1.787150985
Georgia,GEO,-14.7882259,-21.10000057,-44.89999991,-29.30000147,-10.39999328,2.599995222,11.20000269,10.51904065,3.104903424,2.869256461,1.838341787,4.805452136,5.473838085,11.05810212,5.857329773,9.599640804,9.383276297,12.34399988,2.314047429,-3.650101341,6.24941822,7.22152322,6.350482702,3.387043755,4.62333166,2.880318509,2.848973396,4.98609476
Ghana,GHA,3.328817883,5.28182629,3.879419253,4.850000564,3.299999591,4.11241904,4.602461045,4.196357576,4.700390779,4.39999686,3.700000115,4,4.499999699,5.199999984,5.59999999,5.900003953,6.399912419,4.346819153,9.149799094,4.844486889,7.899711912,14.04712365,9.292789414,7.312525021,3.985865624,3.837040864,3.721902905,8.507156219
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,4.324062754,2.613423005,3.270947301,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272562,1.180140446,6.827474427,4.136616153,-1.117638595,4.820715414,5.612104279,5.916911732,3.934784025,3.707451613,3.81494989,10.45410582,8.24984423
"Gambia, The",GMB,3.558879369,3.107039256,3.378688939,3.012101064,0.154346248,0.881848176,2.223545592,4.899999092,3.499998513,6.399999316,5.500000174,5.800000236,-3.250000307,6.869999803,7.049999934,-0.941675912,1.124099702,3.631025533,5.734641946,6.449695858,6.526297452,-4.295121773,5.599761222,4.788921982,0.900000083,4.299999773,2.216333663,3.500000132
Guinea-Bissau,GNB,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.266098931,2.309357995,3.262955463,3.203567303,3.368974948,4.61097091,8.084779738,-1.712683013,3.25590425,0.964560752,6.134082942,6.262805645,5.91897567
Equatorial Guinea,GNQ,-1.758564084,-1.022238878,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133192499,0.415061836,-9.089058793,-8.57588213,-3.220228142
Greece,GRC,0,3.099999982,0.700000012,-1.600000003,2.000000007,2.099719767,2.862128846,4.484199148,3.894904772,3.072596664,3.919770772,4.131612076,3.922871842,5.794531264,5.060992565,0.599142055,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935,-3.241425025,0.739777123,-0.290902297,-0.244314741,1.351328389
Grenada,GRD,4.012610243,1.385547418,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.74299414,6.908415677,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27306387,-3.992680103,6.122910261,0.949050949,-6.613908956,-0.511266454,0.764825341,-1.155295176,2.352300913,7.34314562,6.437965461,3.683789093,3.730320732
Greenland,GRL,-11.71953298,-0.113464597,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.432005653,7.061285389,4.833818322,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.694664658,5.312726049,0.31010915,7.662998895,
Guatemala,GTM,3.10256318,3.658248747,4.838338808,3.927131992,4.033741477,4.948547507,2.957779899,4.364089932,4.993527823,3.847062161,3.608868745,2.33257416,3.866626553,2.530789948,3.152081835,3.260111043,5.379776769,6.304056515,3.281152283,0.52567459,2.869902893,4.161945918,2.970025412,3.697177338,4.174400627,4.140044358,3.092487959,2.760329473
Guam,GUM,,,,,,,,,,,,,,0.920598389,6.431014823,3.535461753,-3.828642384,0.81773187,1.728922092,0.314729333,2.091612633,0.12292563,2.025782689,1.845166466,1.555730603,0.484777972,0.347356233,
Guyana,GUY,-3.038084903,5.984609957,7.831446686,8.213837994,8.523309353,4.986313614,7.883466726,6.226948358,-1.708567128,2.969880978,-1.376727515,2.249999297,1.051000768,-1.00525525,3.293924791,-1.956911156,5.129795407,7.019953223,1.976647054,3.552158264,4.138443121,5.196298129,5.276306143,5.000564991,3.846923912,3.162407787,3.316131655,2.924668313
High income,HIC,3.108971647,1.599620714,2.160409414,1.245068695,3.219328772,2.834069287,2.99384141,3.414868396,2.717429543,3.221422367,4.002640009,1.424418385,1.462217629,2.156826048,3.323936125,2.791823471,3.034729592,2.653290875,0.352123929,-3.42418157,2.988709108,1.883480993,1.249631763,1.394706713,2.015649346,2.338285782,1.656341386,2.231991588
"Hong Kong SAR, China",HKG,3.830522186,5.701974125,6.234935663,6.201169293,6.036118892,2.373788251,4.258611118,5.09971068,-5.882672568,2.50669779,7.663468037,0.560870813,1.656637517,3.056318919,8.700025431,7.388245723,7.032730655,6.464833407,2.127940781,-2.459049593,6.767682599,4.814687282,1.700307798,3.10148883,2.762416633,2.38784571,2.162923295,3.79134856
Honduras,HND,0.096880396,3.252033819,5.624295813,6.230032036,-1.303257181,4.062976116,3.595249724,4.993718608,2.901585416,-1.889534893,5.748148174,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.75214891,4.78529791
Heavily indebted poor countries (HIPC),HPC,-1.112619069,0.850366673,-0.654554613,0.684480196,0.30953685,4.745434332,5.434167259,4.372712346,3.553400681,3.022683243,2.777453977,4.28268289,3.542956888,4.566077098,5.560208476,6.136744533,6.06506386,6.686074505,6.021020222,4.268189689,5.689597141,4.738977893,5.797213623,5.769791882,5.607802687,5.0884916,4.521366354,5.253526817
Croatia,HRV,,,,,,,5.873698253,6.645474107,1.861880909,-0.935499992,3.756522687,3.434404358,5.246474526,5.557907054,4.082810672,4.163701796,4.785260833,5.150004954,2.053365523,-7.383783013,-1.420441324,-0.32596709,-2.244694661,-0.648034654,-0.096176262,2.347349627,3.165417824,2.778282661
Haiti,HTI,,,,,,,,2.704713426,2.181840958,2.710247351,0.870059795,-1.044374892,-0.251464339,0.363800349,-3.522888166,1.805011228,2.2492216,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051,4.234052891,2.810148498,1.211218343,1.452707027,1.173279505
Hungary,HUN,,,-3.064180345,-0.576108518,2.947154557,1.489525475,0.014154782,3.340163587,4.235847737,3.186896354,4.209179932,3.840510445,4.528205916,3.848619662,5.004918024,4.388215174,3.851172967,0.434761639,0.855513037,-6.59997406,0.682378151,1.661916737,-1.643779899,2.096216708,4.227733353,3.367145175,2.21318749,3.98871037
IBRD only,IBD,2.045175774,1.071531891,0.987035463,3.056460204,2.618595522,3.71317677,4.870241705,5.035073172,1.972061667,3.138494348,5.619588939,3.268060006,4.112160507,5.354940082,7.675276753,6.989952119,8.027675482,8.685698072,5.629603013,2.063822736,7.457744036,6.184729883,5.011057197,4.978403628,4.268634965,3.838527334,4.087308381,4.869962675
IDA & IBRD total,IBT,2.167789903,1.090724528,0.979330643,2.95952959,2.53380359,3.681926726,4.878271907,4.920494313,2.054946521,3.124240673,5.513855352,3.325848894,4.065972532,5.377095042,7.956929432,6.910967832,7.950284428,8.552785023,5.604692227,2.249424788,7.368798217,6.083677798,5.024172429,5.019435512,4.363386043,3.844473842,4.013148382,4.839401002
IDA total,IDA,3.895876415,1.368263315,0.868239772,1.563171937,1.305047692,3.223052816,4.996584466,3.249825233,3.284755687,2.915438802,3.954831568,4.186513248,3.384253331,5.703187605,12.08883732,5.797875783,6.847356384,6.637668112,5.238863671,4.985212849,6.094212891,4.617000144,5.217689661,5.623678229,5.750182727,3.92880575,2.962343113,4.398720892
IDA blend,IDB,6.781111317,1.335553528,1.255671346,1.387373785,1.951095148,1.856040175,4.821044989,2.042031247,2.660785005,1.880461571,3.891675407,3.335346955,2.850956574,6.099182214,18.3153435,4.979067016,7.030889432,6.087169702,4.230099645,5.221971369,6.099874341,4.78982245,4.531436362,5.259547077,5.860227858,3.833706339,1.576902167,2.732859258
Indonesia,IDN,7.242131639,6.911982836,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033279592,5.067680274
IDA only,IDX,0.598539571,1.406090328,0.42050879,1.767113463,0.572123493,4.795157443,5.194413182,4.580047453,3.955297371,4.013813064,4.020481633,5.065123035,3.925512256,5.31313179,5.909933784,6.705599845,6.647185393,7.240231398,6.331162089,4.733914331,6.088175754,4.432689214,5.954502672,6.009385811,5.634441428,4.029041498,4.419870028,6.126607627
Isle of Man,IMN,4.186976816,1.604987887,0.787296104,2.568276022,4.00366464,4.280900474,7.715996458,8.581528171,13.50925874,13.69321623,5.338364279,5.376166334,5.868974884,6.327778883,5.199996721,5.900003046,7.700001498,7.457065044,9.84866342,2.127151152,9.415889627,4.814762146,6.249540692,4.493510306,5.03114162,-3.4,,
India,IND,5.533454563,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381475,7.922943418,9.284824616,9.263964759,9.801360337,3.890957062,8.479783897,10.25996306,6.6383638,5.456387552,6.386106401,7.410227605,8.154425028,7.112686097,6.624227116
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,8.466527935,1.929639555,3.343274279,2.692609194,5.755827009,9.634422304,7.809274792,10.28995051,8.500199853,10.61785231,9.559889223,5.803637383,6.309274147,3.119509103,6.681227602,6.006383302,5.521667081,5.208716386,-3.935929068,-4.626771598,1.801679033,2.98490774,0.037154753,1.638845003,8.328379309,25.55726885,5.141460154,7.802381608
"Iran, Islamic Rep.",IRN,13.83378001,12.38338222,2.834727725,1.039997884,-1.51158775,2.282661073,5.173283486,0.482046871,2.177823133,0.855458607,5.8580666,0.778638733,7.26555113,8.734584435,4.374509277,3.189804087,4.999795262,8.155773524,0.250856553,1.007385458,5.797938302,2.645717918,-7.44455703,-0.194073471,4.60341888,-1.32064512,13.39622807,4.300015081
Iraq,IRQ,57.81782903,-64.04710658,32.59220783,30.28983174,3.854531293,2.120021635,11.02078741,21.23793536,34.85709471,17.58226641,1.406474735,2.30531667,-6.900180689,-33.10083738,54.15777429,4.400617409,10.15819912,1.377598148,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017,7.6,0.7,4.8,11,-0.780088428
Iceland,ISL,,,,,,,,5.103964567,7.018608035,3.89449408,4.602992089,3.927535516,0.550504962,2.356712932,8.074288685,6.390526475,5.017187436,9.428280616,1.658913746,-6.50525442,-3.605636983,1.963023975,1.319260091,4.30813787,2.200346891,4.311317806,7.481450239,3.642226802
Israel,ISR,7.315199189,7.726115147,7.759266109,4.116756392,7.427845262,6.602924827,5.314386194,3.661393179,4.166588056,3.615838883,8.169051764,0.025295315,0.161829705,0.767566116,4.569715342,4.13344637,5.210821256,5.773553319,2.988395449,1.38160711,5.223903929,4.65783121,1.942507688,4.111155206,3.410136515,3.037943899,4.094335591,3.331562794
Italy,ITA,1.985774903,1.538447552,0.83427547,-0.852805758,2.151023645,2.886836739,1.286369404,1.83536199,1.616076034,1.55985028,3.710106587,1.772188761,0.24854744,0.151318188,1.581938861,0.949666258,2.006586655,1.473868547,-1.050402835,-5.48205504,1.686523403,0.576623022,-2.819013779,-1.728160802,0.113673238,0.951958872,0.85826263,1.502291372
Jamaica,JAM,4.200535115,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.811736703,-4.336536349,-1.466295551,1.731465278,-0.623958289,0.498740903,0.682766679,0.892651592,1.373527361,0.481488516
Jordan,JOR,0.97375649,1.823896404,18.66483555,4.630914985,4.986439995,6.186342349,2.087347509,3.307893007,2.993938324,3.409474478,4.245247419,5.268616571,5.784480682,4.161050302,8.567297894,8.146583289,8.093331161,8.175719022,7.23240848,5.47658105,2.311392474,2.586784331,2.651170555,2.828766804,3.096330275,2.39169597,2.003733642,1.970023751
Japan,JPN,4.892713066,3.417496762,0.848069581,-0.517919847,0.993066363,2.742140322,3.099999291,1.076045234,-1.128409829,-0.251954272,2.779632825,0.406335903,0.117992777,1.528220148,2.204687882,1.662670405,1.420006556,1.654183881,-1.0935406,-5.416412797,4.191739259,-0.11542134,1.495089586,2.000267841,0.374719476,1.353823114,0.938193886,1.712581131
Kazakhstan,KAZ,,-11,-5.299999999,-9.200000002,-12.6,-8.200000003,0.500000002,1.699999999,-1.899999999,2.699999998,9.800000002,13.5,9.800000002,9.3,9.6,9.699999999,10.7,8.9,3.3,1.199999999,7.3,7.4,4.8,6,4.2,1.2,1.1,4
Kenya,KEN,4.192050974,1.438346791,-0.79949396,0.353197256,2.632784519,4.406216526,4.146839267,0.47490192,3.290213723,2.305388596,0.599695392,3.779906496,0.54685953,2.932475546,5.104299776,5.906666082,6.472494299,6.850729771,0.232282746,3.306939815,8.405699224,6.10826372,4.563209131,5.878689477,5.357116778,5.718507131,5.869192849,4.88544448
Kyrgyz Republic,KGZ,5.702796635,-7.851065742,-13.88870885,-15.45932467,-20.08515857,-5.423822049,7.084502419,9.915168114,2.121835392,3.655789576,5.426673849,5.32158429,-0.017353166,7.030296139,7.026859719,-0.175548229,3.102898691,8.542874896,8.401615957,2.8862947,-0.471566848,5.956274377,-0.088150193,10.91546938,4.024038629,3.875825531,4.335855901,4.583638398
Cambodia,KHM,,,,,-34.80863877,9.903468901,5.89750561,4.006621073,4.681632108,12.70538113,10.7119948,7.446606976,6.578939503,8.505895557,10.34052878,13.25008691,10.77108367,10.21257391,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,7.036087179,6.953094396,6.814723618
Kiribati,KIR,-0.869565217,0,0.877192982,0.869565217,1.724137931,0,1.694915254,1.666666667,6.557377049,-1.538461538,6.25,-1.470588235,3.787462687,2.006324636,-1.629360204,4.951631626,-1.581000681,2.202171925,-1.847437264,0.289623952,-1.607639217,0.476842245,5.187798487,5.782166321,0.893016655,10.29603364,1.140247258,3.102807007
St. Kitts and Nevis,KNA,4.890818842,-2.148359682,4.277277035,7.005372884,5.313154173,5.752822815,5.886159705,6.896333415,-0.667313658,3.38849989,10.69432128,5.463779664,2.582169298,-3.615197641,3.606676751,8.771432629,1.812032581,-0.176540921,6.291915218,-3.020041565,-2.249103079,2.398730628,-0.600550412,6.219894476,5.963056556,3.976354829,2.209120435,1.743095266
"Korea, Rep.",KOR,9.811229684,10.35395136,6.175505687,6.846743917,9.206141515,9.570604132,7.594509089,5.922185464,-5.471219258,11.30862149,8.924426034,4.525306764,7.432433614,2.933217902,4.89984045,3.923677392,5.176153818,5.463396393,2.829223173,0.707509946,6.496793586,3.681688569,2.292397846,2.896204935,3.341447761,2.790236167,2.929304795,3.062768462
Kuwait,KWT,,,,33.99046707,8.436165768,4.858291224,0.605126978,2.473325247,3.662055103,-1.789009463,4.694581988,0.729026414,3.000000009,17.32000038,10.7621943,10.07595099,7.52024923,5.991661246,2.479843833,-7.076102616,-2.367061944,9.628436082,6.626388081,1.149038847,0.500876982,0.593019617,3.547005088,-2.866431054
Latin America & Caribbean (excluding high income),LAC,0.582199087,2.942368364,1.744524394,3.64464063,4.474375027,1.573141644,3.202377889,4.721363565,1.821288086,0.326354852,4.188281902,1.146469366,1.147552391,0.870077023,6.035124302,3.926267865,5.11006932,5.380607558,4.051318418,-1.529302836,5.613853703,4.212547629,3.07326064,2.800583161,1.275629672,-0.339278681,-0.445587577,1.598900751
Lao PDR,LAO,6.704578687,4.296563641,5.559857768,5.912556556,8.15901853,7.031254328,6.928323725,6.872091273,3.967608091,7.306376073,5.798782326,5.751412882,5.918743682,6.067002304,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.269591775,7.023091874,6.892747966
Lebanon,LBN,26.53316009,38.2007091,4.499936955,6.997966118,8.003148048,6.53494563,5.136503876,-2.286786101,3.592643299,-0.453074266,1.34406653,3.871259086,3.415104761,3.222473968,5.913768934,2.732282853,1.556479033,9.349502765,10.47387233,10.05447737,8.037249555,0.9176978,2.804246836,2.636234039,2.002921346,0.815560066,2,2.020832396
Liberia,LBR,-51.03086495,-14.22521176,-35.08568109,-32.9753915,-21.7623498,-4.266211604,12.12121212,106.2798092,30.20813102,21.74144788,28.61593335,2.918717298,3.762764999,-30.14522252,2.620605256,5.28197573,8.043162022,9.534892858,7.146939285,5.300099075,6.099944692,8.199998146,7.99445127,8.703875016,0.701141636,0,-1.6,2.454596437
Libya,LBY,,,,,,,,,,,3.679213293,-1.762878168,-0.958849381,13.01600108,4.461629982,11.87072893,6.500547227,6.352316994,2.66735579,-0.790141832,5.021289739,-62.07591958,123.139555,-13.6,-24,-8.862039401,-2.795468829,26.67587032
St. Lucia,LCA,9.918963793,0.577777011,7.779463398,0.609627251,1.760636019,1.690371491,2.944126917,-0.532010724,6.299899844,2.719610189,0.040295207,-3.316017287,0.339666287,4.325733879,7.249075599,-0.36249053,6.222282022,0.985386171,5.654321009,1.180015169,-1.622156007,0.630457972,0.181454981,3.394611044,-0.21548569,1.963608034,1.653612508,2.690312051
Latin America & Caribbean,LCN,0.386508854,3.722113186,2.864056992,3.915461627,4.607376386,1.495654,3.526330303,5.132582996,2.23034401,0.135187782,3.754907052,0.884096222,0.29396996,1.553940893,6.34555849,4.251633376,5.262886529,5.518465276,3.934284435,-1.861524329,5.836391917,4.354679272,2.802545333,2.789156133,0.993294581,0.08098876,-0.47616584,1.725354183
Least developed countries: UN classification,LDC,0.099339613,1.652318388,0.449817436,-0.398699573,1.041100847,5.748808462,5.955058284,4.866329456,3.981715159,4.156136131,4.319084616,5.318283017,5.147568971,5.628267026,6.757874172,8.721832174,8.418448126,9.468780145,7.452922258,4.820053446,5.937644124,4.19888266,5.625139832,5.906120105,5.435476768,3.775027461,3.610156926,5.264221626
Low income,LIC,0.311656062,0.458181363,-3.76529129,-0.348317908,1.500827391,3.678102298,5.361994035,3.558815028,3.421082646,3.183508659,2.336978605,4.575530685,2.465731119,3.21874428,5.51773198,6.023822855,4.853005616,6.105381528,4.933763319,5.283228518,6.731313251,4.526019972,6.308557563,5.745883169,5.702758028,1.782688265,2.477560912,5.685067696
Liechtenstein,LIE,2.252870971,1.801168977,3.608293936,4.332100221,6.866145963,5.875552199,6.905300734,7.225135037,7.761262133,10.41092416,3.220190998,-0.733091477,-0.993919345,-1.937566245,3.039173512,4.828074952,8.644969847,3.325962956,1.798087686,-1.157481822,,,,,,,,
Sri Lanka,LKA,6.399995307,4.599987245,4.399991252,6.900063252,5.599918727,5.500085232,3.799967205,6.405399698,4.698423046,4.300540498,6.00003316,-1.545408134,3.964675686,5.940269078,5.445061278,6.241748045,7.6682919,6.796826119,5.950088145,3.538912053,8.015959407,8.404738131,9.144579388,3.395722774,4.960706541,5.007683305,4.468829688,3.112558095
Lower middle income,LMC,3.658461276,1.154122367,2.310772842,1.873297141,2.900907025,4.814177872,5.996738716,3.910963379,0.392206364,4.50987073,4.360428129,4.33246332,3.972887729,6.393473314,8.590324246,6.858564752,7.651332539,7.961601418,4.972976561,5.046483778,7.412309742,5.51003669,5.156841378,5.541562998,5.665554223,5.703220568,5.182539506,5.317656577
Low & middle income,LMY,2.24186126,0.892971039,0.457651442,2.735896172,2.309536686,3.750961804,4.805727131,4.72803067,1.882138008,3.377180675,5.748738164,3.613057545,4.521683901,5.368565903,8.036794121,6.999436182,8.032829658,8.632672144,5.69436893,2.507237058,7.438798908,6.12119646,5.246518397,5.169146415,4.55113571,3.895941831,4.1863081,4.923936679
Lesotho,LSO,6.04547333,6.966607027,6.956365223,3.509766247,5.979873611,3.290938577,5.597035225,3.703603718,1.537655865,0.476024858,3.875546607,3.561582447,0.723835899,4.55977684,1.692373899,3.466122936,4.230094921,4.832963322,6.739533681,2.1543082,6.072038616,6.901334072,5.998071843,1.843045061,3.121721844,2.516587746,2.397154488,5.590876671
Late-demographic dividend,LTE,0.276572223,0.445755729,-0.72318757,3.251713946,3.375762129,5.029952737,4.352281975,4.989544657,2.07817126,4.133497798,6.760837818,4.720916825,5.545667523,6.339518734,7.859116279,7.165874427,8.743072616,9.614169473,6.527735031,2.664624057,7.635175369,6.842968774,5.364998463,5.211663947,4.580160374,3.814688231,3.688738577,4.815785227
Lithuania,LTU,,,,,,,5.149958426,8.293228719,7.467176003,-1.134642895,3.83166714,6.524430875,6.760749533,10.53856477,6.550083027,7.727407918,7.406444355,11.08695439,2.628077961,-14.81416332,1.639819649,6.043130715,3.82695401,3.49858087,3.537585824,2.034648974,2.344880739,3.828936273
Luxembourg,LUX,5.319932182,8.644190076,1.819652855,4.200648194,3.820921124,1.432200278,1.388428352,5.709717091,6.044651468,8.481002825,8.239799112,2.531974923,3.819469797,1.62928705,3.612176707,3.172442733,5.178485966,8.354553209,-1.279585572,-4.358607005,4.86496856,2.539234839,-0.35251936,3.654370385,5.771915882,2.861674636,3.082643316,2.297941306
Latvia,LVA,,,,,,,2.359019222,8.974129778,6.521769035,2.61895438,5.406858484,6.461310185,7.103029906,8.430691218,8.3355468,10.69703706,11.88938537,9.97926933,-3.547644225,-14.40169178,-3.940670306,6.381021259,4.034628375,2.429851208,1.858243652,2.971703832,2.208819298,4.549337701
"Macao SAR, China",MAC,7.978313377,3.659900531,13.29974059,5.185950623,4.253187965,3.295332767,-0.418563469,-0.279317065,-4.571655018,-2.358526181,5.74731531,2.888403426,8.946989686,11.65337508,26.7555231,8.059460705,13.31445817,14.44764939,3.393593534,1.320995558,25.26383542,21.67270836,9.237171168,11.20019047,-1.201113351,-21.59450546,-0.863118776,9.096103681
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,3.411812226,7.216088161,-2.097738761,-0.740591692,10.5880004,-5.405447867,12.37287628,-1.560702356,7.23855269,1.081332562,1.912872981,7.319967454,3.121449656,5.961162155,4.797018362,3.291639684,7.574631645,3.531594152,5.923277686,4.243757321,3.815717917,5.245697297,3.009961262,4.5354242,2.669493927,4.549502042,1.222443647,4.100000007
Monaco,MCO,2.643454173,1.015129919,1.366636037,-0.913915597,2.215624119,2.117151226,1.110730405,2.237247543,3.503268192,3.300541382,3.910231911,2.187729373,1.026496836,1.087535488,2.470486213,1.895413784,5.049346202,14.58244232,10,,,,,,,,,
Moldova,MDA,,,,,,,-5.877060161,1.647064468,-6.54219202,-3.368254442,2.107716052,6.100000281,7.799999787,6.599999906,7.39999984,7.500000095,4.799999869,3.000000199,7.8000001,-6.000000259,7.100000092,6.800000288,-0.700000153,9.400000099,4.799999749,-0.40000013,4.499999966,4.4999999
Madagascar,MDG,3.130029428,-6.309534393,1.186152287,2.096559819,-0.071608256,1.712213176,2.148915048,3.693492606,3.932336443,4.6591157,4.760065099,6.017824403,-12.67378814,9.784892131,5.257003604,4.602899965,5.022607002,6.240578451,7.128513539,-4.013860583,0.263110856,1.454392168,3.027508092,2.25520404,3.315854165,3.116614714,4.179990236,4.170794766
Maldives,MDV,,,,,,,7.858646927,8.39794083,7.494683025,6.175655828,3.845810392,-3.943634354,7.268386313,13.75004982,6.033754049,-13.12905343,26.1114935,7.713867271,9.485332661,-7.228841465,7.265129068,8.566733531,2.517383942,7.281073979,7.329606386,2.245924401,6.163158257,8.828456057
Middle East & North Africa,MEA,13.14524178,4.210650552,4.602593298,2.81185002,2.681043826,2.970031719,4.690297135,3.331245229,4.508589208,1.823395157,5.71528554,1.221215034,1.645405465,5.453029747,8.040201344,5.066969928,5.993401908,5.14270537,4.467850414,0.565397021,5.005113046,3.652631412,3.893473512,2.661312619,2.875874948,2.523570392,4.639968963,1.832862744
Mexico,MEX,5.068306313,4.222250716,3.628658713,4.061425854,4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445721,1.14358458,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.845283745,3.270472129,2.913328277,2.036585834
Marshall Islands,MHL,2.676246464,0.087888749,7.140800878,6.006245786,5.877715899,8.213227738,-10.30293333,-6.445670906,-2.844212465,-2.397154781,5.890694312,5.363361509,2.615853563,0.17013309,0.118540225,2.915454115,1.436703373,3.653172192,-1.644874333,-1.63596768,6.453637685,1.206520774,3.457866763,2.860079216,-0.756942819,-0.364546612,1.910494988,2.5
Middle income,MIC,2.274186841,0.900490048,0.530360512,2.787175714,2.32256459,3.752125245,4.796879822,4.747479157,1.856837889,3.380413523,5.805326691,3.597623192,4.554964303,5.404114674,8.077584905,7.014859958,8.082634945,8.671074025,5.705653358,2.46635289,7.449505041,6.14517436,5.230913828,5.160585626,4.53394647,3.928398233,4.212086547,4.912995957
"Macedonia, FYR",MKD,,-6.170767652,-6.565198667,-7.469271323,-1.758166167,-1.114727719,1.185103914,1.439981341,3.378735622,4.339027922,4.549135778,-3.067245662,1.494028679,2.222222222,4.674428357,4.723377527,5.137025162,6.473486858,5.471711774,-0.358615842,3.358760114,2.339892284,-0.456184412,2.925265321,3.629641308,3.841623807,2.923495718,0.02020369
Mali,MLI,-2.502395103,11.74520379,-3.21866249,3.172168177,3.779934051,0.921022398,7.055785404,4.829024339,7.57166764,5.700943654,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534762657,4.66218688,3.493616811,4.773382727,4.6790657,5.413452222,3.240252913,-0.836178866,2.303584809,7.043356204,5.962581591,5.799999995,5.3
Malta,MLT,6.291390958,6.256492082,4.690932431,4.480749359,5.651104737,6.342493183,3.777335762,5.256980145,5.125601231,4.719974882,6.770193911,0.608353735,2.982818376,2.543768573,0.443412531,3.783652259,1.828716884,3.986448706,3.346512731,-2.462277722,3.542683214,1.322827487,2.712807322,4.611106258,8.114239586,9.621648064,5.230584947,6.422489314
Myanmar,MMR,2.816933273,-0.650616908,9.660942453,6.039410227,7.477958358,6.948051437,6.442715347,5.651582963,5.866213153,10.94512998,13.74593056,11.34399707,12.02551343,13.84399689,13.56466162,13.56895002,13.07610138,11.99143524,10.25530539,10.5500091,9.634439452,5.591482378,7.332670447,8.426001025,7.991243344,6.992515574,5.871982226,6.368840526
